segment_key,crime_index,accident_index,repair_cost_index,parts_availability_index
882aac6cdbfffff,1.344002338996304,1.4317056238536614,1.2195399029058576,1.2135510836814343
882aa89b65fffff,1.346352631789195,1.0679200152548862,1.0667482329650988,0.7573528355679631
882aa89b6dfffff,1.1122604488337136,1.7850998365466293,1.1378059084879835,0.8109224483380437
882aac6e97fffff,0.9286411040705133,1.3830110703540108,1.0708127128741127,0.9603535426443377
882aac6e91fffff,0.7431445619053251,1.300053430279286,1.2419092809228456,0.821548161245208
882aac6e99fffff,1.0066951046284145,1.4955310508687063,1.217379475169019,0.9599781657263481
882aac6ed3fffff,1.026778564335999,1.7221426288279784,1.2267482267728167,1.2073440309115182
882aac6ed1fffff,0.736220155121956,1.1375482839857713,1.2708533056482634,0.7496716511154061
882aac6edbfffff,0.7390061685817344,1.4250384508732998,1.0540663753932111,0.9476100600556802
882aac6ed9fffff,1.4993408920520572,0.8339217265287249,1.0290834250705767,0.706694133066644
882aac6533fffff,1.2218952892703903,0.9350234392068092,1.1125460924958952,1.2171368189547795
882aac653bfffff,0.8876081613358591,1.725900046639421,1.361948453967683,1.118578331478041
882aac6515fffff,1.0479580417801135,1.1984908282958366,1.117543477687882,1.1854545795428097
882aac6503fffff,1.4793489546074043,1.6666445629769036,1.344453171743801,1.2582681807839498
882aac650bfffff,1.418142086486839,1.2281034740842494,1.112324348415766,1.0923364911224624
882aac6555fffff,1.3753848300869929,1.6326109945070897,1.251068158216902,1.1580978922475635
882aac655dfffff,1.0139237314678224,0.8431420750342415,1.041590925970344,1.069312393659734
882aac654bfffff,1.0944184149853942,1.255361315210886,1.1111720732276256,0.8480179732307869
882aac6737fffff,1.2413514814648527,1.5003867269719207,1.2037992833144373,0.929527162429753
882aac6735fffff,0.7486421703664448,1.7714238649665357,1.3765098929742385,1.1380732877644568
882aac673dfffff,1.1444768935365788,0.9393997634503443,1.3443540057515613,0.7414404471714457
882aac6707fffff,0.9171612836240812,1.5268183359895464,0.9861268771131905,0.8358739797803993
882aac6701fffff,1.4037209386679377,1.1326655114464503,1.0728665691464,0.8343208447841128
882aac6709fffff,0.7513715498497527,1.7735773891228437,0.9079307866064761,1.1375086801852277
882aac6743fffff,1.2433452264170919,1.307978089383421,1.1056711407873927,0.7386773517253157
882aac674bfffff,1.3960708018620027,1.3808224378625984,1.186600427063052,0.9361060389342934
882aac75b5fffff,0.8818548201287264,1.4425309670640534,1.3395731156441453,1.2164829527357917
882aac75b1fffff,1.4163585915313008,1.2638303804593667,1.0637284497374628,0.7195572171042222
882aac75b9fffff,1.397756374419468,1.7476558459699036,1.3061395041610315,0.8137943998063883
882aac7595fffff,0.7148137741361685,0.7597842695543796,1.105132781970342,0.800820235897793
882aac7591fffff,1.2659964538697417,1.5152717339382429,1.3116001615803627,1.0143736976783715
882aac7599fffff,0.7009597468694628,0.8642903448212604,1.1594398913660828,1.1746725715917143
882aac74a5fffff,1.1026911724429316,1.4233625082964068,1.0941740368852622,0.8642976304002761
882aac74adfffff,1.0493336417405221,1.728160523644936,1.3351556254793973,0.9079395718649153
882aac74a9fffff,0.8626022688916518,1.329534826032185,1.1361318089845214,0.879262978108323
882aac74e3fffff,0.9599541156604848,0.9393846194347015,0.9115209743266858,1.1033177635400433
882aac74ebfffff,1.344972264821635,0.7368472315350965,1.2432995059109482,1.2823607111292403
882aac74c5fffff,0.9531616699235921,1.472960697816265,1.0950132458890405,1.160443666853591
882aac74cdfffff,0.8192308668268447,1.1550875187840892,0.9303021783493545,0.9561152442060956
882aac74c9fffff,1.2588095922546487,0.8918598231248233,1.2439450916022827,0.9347610633872625
882aac76a3fffff,1.058835280608301,1.2829711554391359,1.1145260601174696,1.280282815528698
882aac76bdfffff,1.339151592770507,0.919815576097133,1.1943695058177495,0.7799654345900064
882aac7687fffff,0.8884131658449371,1.2034744663579444,1.0801483853513756,1.116347575104919
882aa8c4d1fffff,0.9558277234546291,0.7960925445888571,0.9630974929890325,1.0008207770096207
882aa8c4d7fffff,1.3399036208439628,1.6465508497191261,0.9277957646597943,0.7492635771959172
882aa8c499fffff,1.105654511138713,1.3962840277517965,1.2260607866171302,0.834501436780961
882aa8c491fffff,1.1051080011372567,0.7653142640929311,1.0515223255858033,0.7498032716659407
882aa8c493fffff,0.8889553027166908,1.3042323667765277,1.3734859118568299,1.2289968166967458
882aa81169fffff,0.7116290242910506,0.8985686122987765,0.9560997125164076,0.7125618629013417
882aa8116bfffff,1.4465791201803468,1.2942193669178885,0.9599550135430952,0.8272532394452397
882aa8110dfffff,0.768660632869464,1.0549341814862196,1.285452832046375,1.1622821025246157
882aa81105fffff,1.375941441178888,1.5833316767771035,1.3165432230748952,0.8575548935524162
882aa81107fffff,0.9943045911292134,1.1211664499114546,1.2674079973186045,0.7947661073750247
882aa81139fffff,1.4608183849566396,1.1652066389251319,1.0376916913435428,0.887522480693248
