trip_id,user_id,claim,severity
driver_0001_1752665040,driver_0001,0,0.0
driver_0001_1752700620,driver_0001,1,1.1211903056302568
driver_0001_1752704640,driver_0001,0,0.0
driver_0001_1752709260,driver_0001,0,0.0
driver_0001_1752752220,driver_0001,0,0.0
driver_0001_1752754260,driver_0001,0,0.0
driver_0001_1752786120,driver_0001,1,0.7282813225714022
driver_0001_1752792960,driver_0001,0,0.0
driver_0001_1752840180,driver_0001,0,0.0
driver_0001_1752842940,driver_0001,0,0.0
driver_0001_1752875700,driver_0001,0,0.0
driver_0001_1752881700,driver_0001,0,0.0
driver_0001_1752924720,driver_0001,0,0.0
driver_0001_1753053780,driver_0001,0,0.0
driver_0001_1753102440,driver_0001,0,0.0
driver_0001_1753116060,driver_0001,0,0.0
driver_0001_1753131720,driver_0001,0,0.0
driver_0001_1753305540,driver_0001,0,0.0
driver_0001_1753308060,driver_0001,0,0.0
driver_0001_1753355400,driver_0001,0,0.0
driver_0001_1753373280,driver_0001,0,0.0
driver_0001_1753395840,driver_0001,1,0.2668289347439317
driver_0001_1753400640,driver_0001,0,0.0
driver_0001_1753459320,driver_0001,1,0.43701583497460716
driver_0001_1753477680,driver_0001,0,0.0
driver_0001_1753634340,driver_0001,0,0.0
driver_0001_1753703040,driver_0001,0,0.0
driver_0001_1753704660,driver_0001,1,1.537490348484079
driver_0001_1753737180,driver_0001,1,0.14971337084842468
driver_0001_1753738980,driver_0001,1,0.39638960486028507
driver_0001_1753790520,driver_0001,0,0.0
driver_0001_1753829580,driver_0001,1,2.095290523657418
driver_0001_1753917780,driver_0001,0,0.0
driver_0001_1753918620,driver_0001,0,0.0
driver_0001_1753960740,driver_0001,0,0.0
driver_0001_1753961580,driver_0001,0,0.0
driver_0001_1753965180,driver_0001,0,0.0
driver_0001_1754004660,driver_0001,0,0.0
driver_0001_1754049120,driver_0001,0,0.0
driver_0001_1754067000,driver_0001,0,0.0
driver_0001_1754257500,driver_0001,0,0.0
driver_0001_1754258040,driver_0001,0,0.0
driver_0001_1754434500,driver_0001,0,0.0
driver_0001_1754481300,driver_0001,1,1.2226465747545687
driver_0001_1754481780,driver_0001,1,2.5766999736622287
driver_0001_1754520960,driver_0001,0,0.0
driver_0001_1754567760,driver_0001,0,0.0
driver_0001_1754585400,driver_0001,0,0.0
driver_0001_1754607960,driver_0001,0,0.0
driver_0001_1754688600,driver_0001,0,0.0
driver_0001_1754692380,driver_0001,0,0.0
driver_0001_1754824440,driver_0001,1,2.2209838075202684
driver_0001_1754913000,driver_0001,0,0.0
driver_0001_1754930940,driver_0001,0,0.0
driver_0001_1754947920,driver_0001,1,2.5796770313195676
driver_0001_1754954220,driver_0001,0,0.0
driver_0001_1754998380,driver_0001,0,0.0
driver_0001_1755033840,driver_0001,1,0.6508508603722412
driver_0001_1755038340,driver_0001,0,0.0
driver_0001_1755089400,driver_0001,1,1.2037542517835373
driver_0001_1755100860,driver_0001,1,0.33724775794260514
driver_0001_1755124260,driver_0001,0,0.0
driver_0001_1755128880,driver_0001,0,0.0
driver_0001_1755187860,driver_0001,1,0.5120702250358969
driver_0001_1755188460,driver_0001,0,0.0
driver_0001_1755208680,driver_0001,1,0.7196602649084707
driver_0002_1752756300,driver_0002,0,0.0
driver_0002_1752789600,driver_0002,1,3.0629233656316117
driver_0002_1752838260,driver_0002,0,0.0
driver_0002_1752929100,driver_0002,0,0.0
driver_0002_1753055700,driver_0002,0,0.0
driver_0002_1753096560,driver_0002,1,4.71128491248639
driver_0002_1753131660,driver_0002,1,2.247492590413127
driver_0002_1753183680,driver_0002,1,4.571612781373771
driver_0002_1753187580,driver_0002,1,0.7922576700294606
driver_0002_1753311780,driver_0002,0,0.0
driver_0002_1753314600,driver_0002,1,1.9032688613245572
driver_0002_1753358700,driver_0002,0,0.0
driver_0002_1753397160,driver_0002,0,0.0
driver_0002_1753398600,driver_0002,1,3.882712717051966
driver_0002_1753444200,driver_0002,0,0.0
driver_0002_1753461720,driver_0002,0,0.0
driver_0002_1753478160,driver_0002,0,0.0
driver_0002_1753564980,driver_0002,1,0.5405539810028119
driver_0002_1753742580,driver_0002,0,0.0
driver_0002_1753792560,driver_0002,0,0.0
driver_0002_1753824480,driver_0002,0,0.0
driver_0002_1753825020,driver_0002,0,0.0
driver_0002_1753893900,driver_0002,0,0.0
driver_0002_1753912740,driver_0002,1,0.33073419772875556
driver_0002_1753916160,driver_0002,0,0.0
driver_0002_1753962960,driver_0002,0,0.0
driver_0002_1753963680,driver_0002,1,5.461909771475056
driver_0002_1754000760,driver_0002,0,0.0
driver_0002_1754172060,driver_0002,1,1.0854429560982708
driver_0002_1754310300,driver_0002,1,2.944162355324281
driver_0002_1754325420,driver_0002,0,0.0
driver_0002_1754394360,driver_0002,0,0.0
driver_0002_1754428800,driver_0002,1,1.8714055675809897
driver_0002_1754582400,driver_0002,0,0.0
driver_0002_1754777460,driver_0002,0,0.0
driver_0002_1754911860,driver_0002,1,0.5514667836050238
driver_0002_1754947680,driver_0002,0,0.0
driver_0002_1754998620,driver_0002,0,0.0
driver_0002_1755017580,driver_0002,1,0.5144114335418501
driver_0002_1755088860,driver_0002,0,0.0
driver_0002_1755207060,driver_0002,0,0.0
driver_0003_1752845760,driver_0003,0,0.0
driver_0003_1752861660,driver_0003,1,1.5052296221174002
driver_0003_1752866280,driver_0003,0,0.0
driver_0003_1752935340,driver_0003,1,0.6086322209175066
driver_0003_1753103100,driver_0003,1,1.9212979711174434
driver_0003_1753190220,driver_0003,1,0.4480368827609215
driver_0003_1753195680,driver_0003,0,0.0
driver_0003_1753215300,driver_0003,0,0.0
driver_0003_1753217340,driver_0003,1,0.8858228466317858
driver_0003_1753302660,driver_0003,1,0.663899013270028
driver_0003_1753363800,driver_0003,0,0.0
driver_0003_1753384500,driver_0003,0,0.0
driver_0003_1753543440,driver_0003,0,0.0
driver_0003_1753561500,driver_0003,0,0.0
driver_0003_1753726740,driver_0003,0,0.0
driver_0003_1753794300,driver_0003,1,1.3781619495121207
driver_0003_1753797120,driver_0003,1,1.1082550241631466
driver_0003_1753803960,driver_0003,0,0.0
driver_0003_1753820940,driver_0003,1,3.6279218194578857
driver_0003_1753969560,driver_0003,0,0.0
driver_0003_1754076120,driver_0003,1,0.3999011673037731
driver_0003_1754076840,driver_0003,1,1.612627780862599
driver_0003_1754145360,driver_0003,1,4.1958617591460134
driver_0003_1754317920,driver_0003,0,0.0
driver_0003_1754318520,driver_0003,0,0.0
driver_0003_1754331180,driver_0003,1,1.563197725917547
driver_0003_1754333160,driver_0003,0,0.0
driver_0003_1754418240,driver_0003,0,0.0
driver_0003_1754425020,driver_0003,0,0.0
driver_0003_1754425800,driver_0003,0,0.0
driver_0003_1754485920,driver_0003,0,0.0
driver_0003_1754494620,driver_0003,0,0.0
driver_0003_1754577540,driver_0003,0,0.0
driver_0003_1754590200,driver_0003,0,0.0
driver_0003_1754686620,driver_0003,1,0.8738655980623812
driver_0003_1754937600,driver_0003,0,0.0
driver_0003_1755005760,driver_0003,1,1.3919849269993945
driver_0003_1755096360,driver_0003,0,0.0
driver_0003_1755096600,driver_0003,0,0.0
driver_0003_1755112260,driver_0003,0,0.0
driver_0003_1755184620,driver_0003,0,0.0
driver_0003_1755184920,driver_0003,0,0.0
driver_0003_1755196680,driver_0003,0,0.0
driver_0003_1755197040,driver_0003,0,0.0
driver_0003_1755202860,driver_0003,0,0.0
driver_0004_1752664260,driver_0004,1,2.6311669938948556
driver_0004_1752665520,driver_0004,0,0.0
driver_0004_1752699720,driver_0004,1,4.768946329992163
driver_0004_1752700620,driver_0004,0,0.0
driver_0004_1752704880,driver_0004,1,2.085300821163838
driver_0004_1752708240,driver_0004,0,0.0
driver_0004_1752751440,driver_0004,0,0.0
driver_0004_1752755460,driver_0004,0,0.0
driver_0004_1752756720,driver_0004,1,4.503530933882824
driver_0004_1752768900,driver_0004,0,0.0
driver_0004_1752786180,driver_0004,0,0.0
driver_0004_1752792480,driver_0004,0,0.0
driver_0004_1752879060,driver_0004,0,0.0
driver_0004_1753030320,driver_0004,1,0.14969656875994747
driver_0004_1753049520,driver_0004,0,0.0
driver_0004_1753100280,driver_0004,1,0.44893769253290244
driver_0004_1753116180,driver_0004,0,0.0
driver_0004_1753132920,driver_0004,0,0.0
driver_0004_1753136520,driver_0004,0,0.0
driver_0004_1753138920,driver_0004,1,1.1141391738367155
driver_0004_1753186740,driver_0004,0,0.0
driver_0004_1753220580,driver_0004,1,0.6300828301680614
driver_0004_1753269000,driver_0004,1,0.7648161012001289
driver_0004_1753308960,driver_0004,0,0.0
driver_0004_1753355820,driver_0004,1,1.3623614486775109
driver_0004_1753442040,driver_0004,1,0.5183476904296541
driver_0004_1753445940,driver_0004,0,0.0
driver_0004_1753478580,driver_0004,1,0.6048794124541012
driver_0004_1753482600,driver_0004,0,0.0
driver_0004_1753484460,driver_0004,1,1.2425444585554688
driver_0004_1753718640,driver_0004,1,0.7066278326448004
driver_0004_1753740420,driver_0004,1,1.1282752672935283
driver_0004_1753743120,driver_0004,1,3.4510999411907424
driver_0004_1753805100,driver_0004,0,0.0
driver_0004_1753806600,driver_0004,0,0.0
driver_0004_1753806720,driver_0004,1,1.7444883491050442
driver_0004_1753827660,driver_0004,1,0.9238275164722072
driver_0004_1753832100,driver_0004,1,3.0987847621825626
driver_0004_1753879680,driver_0004,1,0.8180977086610713
driver_0004_1753961040,driver_0004,1,0.8728098519704011
driver_0004_1753980360,driver_0004,1,0.5842675004740139
driver_0004_1753980540,driver_0004,0,0.0
driver_0004_1753996260,driver_0004,0,0.0
driver_0004_1754000580,driver_0004,0,0.0
driver_0004_1754002320,driver_0004,1,0.5726660554551625
driver_0004_1754002980,driver_0004,0,0.0
driver_0004_1754132580,driver_0004,1,0.3829614588586138
driver_0004_1754264460,driver_0004,0,0.0
driver_0004_1754344320,driver_0004,0,0.0
driver_0004_1754395020,driver_0004,0,0.0
driver_0004_1754481840,driver_0004,1,1.451295821809973
driver_0004_1754498760,driver_0004,0,0.0
driver_0004_1754519220,driver_0004,1,1.1952521549826518
driver_0004_1754522760,driver_0004,1,4.278815649927754
driver_0004_1754524560,driver_0004,1,1.579015546320715
driver_0004_1754567160,driver_0004,0,0.0
driver_0004_1754656800,driver_0004,0,0.0
driver_0004_1754669400,driver_0004,1,1.3016324987095707
driver_0004_1754693640,driver_0004,0,0.0
driver_0004_1754843640,driver_0004,0,0.0
driver_0004_1754910120,driver_0004,1,0.1649330358225115
